#types,time,string,addr,port,addr,port,enum,string,interval,count,count,string,bool,bool,count,string,count,count,count,count,set[string],string,string
1526759008.500007,CbkrxFTSTktL22HEk,192.168.2.5,60122,121.187.26.245,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759008.505158,CrjvLB2aGnrOu922X3,192.168.2.5,53529,121.0.88.139,22,tcp,-,2.994663,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759009.500091,CQjSam1OLte1nRbEci,192.168.2.5,33101,121.34.112.166,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759009.507339,CzBKHc17EWZR0NtEY2,192.168.2.5,45979,121.120.109.237,22,tcp,-,2.992484,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759010.489880,Ckr68E28SCjidipSA7,192.168.2.5,40882,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759010.499855,C6XWdG3i0NbFDfyiuc,192.168.2.5,52435,121.0.200.24,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759010.508663,COFDhJ3r6O4GVO0nQc,192.168.2.5,58429,121.105.227.162,22,tcp,-,2.991240,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759011.509884,CnDaYD3KCgElgGMXq5,192.168.2.5,47200,121.38.81.221,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759011.510461,Cno1pyW02duaC0Tq4,192.168.2.5,53922,121.222.159.61,22,tcp,-,2.999451,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759012.509984,CSEsTXQCrUxstX8Te,192.168.2.5,58082,121.24.222.97,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759012.512280,Cm9LhHZ3MqVWXAzEd,192.168.2.5,40122,121.84.65.45,22,tcp,-,2.997584,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759013.509858,CCubLxfEZXkox7sYg,192.168.2.5,49030,121.254.49.128,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759013.513502,C9N7rs3uevwk1jV8he,192.168.2.5,50327,121.251.66.246,22,tcp,-,2.996461,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759014.491835,CZqn592UKTFWS02Sye,192.168.2.5,40894,200.168.87.203,59353,tcp,-,2.998011,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759014.510206,C3Mmni4hBnkE1mp9Ki,192.168.2.5,37884,121.37.48.187,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759014.514974,C9a13a3DVHDeVNTbGi,192.168.2.5,50028,121.147.231.72,22,tcp,-,2.994746,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759015.510005,CH1IPf42u945yLyMS4,192.168.2.5,53529,121.0.88.139,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759015.516224,CPQYyh2LYh9dS5ZKf3,192.168.2.5,49135,121.113.0.166,22,tcp,-,2.993578,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759016.509893,CoeCCOOmiFFPJYScd,192.168.2.5,45979,121.120.109.237,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759016.517420,CjuZ2M37RF3pW9H5Fg,192.168.2.5,51333,121.82.126.88,22,tcp,-,2.992412,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759017.510030,CRK4aG1xCKHqdJhzV6,192.168.2.5,58429,121.105.227.162,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759017.519946,CEO3aI296IAkvUHN66,192.168.2.5,53446,121.210.164.8,22,tcp,-,2.999833,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759018.519870,CzqQwf1pJDYHwDEZN1,192.168.2.5,53922,121.222.159.61,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759018.522035,CBaw2OLywcnNsPWik,192.168.2.5,57462,121.15.164.96,22,tcp,-,2.997753,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758963.953189,CYETIv2uXe41Yny4W,192.168.2.5,123,78.108.102.237,123,udp,-,0.010764,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526759019.519843,CiSDIpTSZpszTEKT3,192.168.2.5,40122,121.84.65.45,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759019.523349,CeeJxstc7ge3ASSDf,192.168.2.5,45912,121.154.156.78,22,tcp,-,2.996480,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526758964.704753,CNlliOsI7L5IecSNa,119.196.1.38,3,192.168.2.5,1,icmp,-,0.000400,180,0,OTH,-,-,0,-,3,264,0,0,(empty),Benign,-,
1526758964.953239,CakadV3vRxAJUCnqGk,192.168.2.5,123,37.157.198.150,123,udp,-,0.012607,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526759020.520115,CR4QJZ3bzM7BszzFI7,192.168.2.5,50327,121.251.66.246,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759020.524811,CxXMIF20CAz8WGV086,192.168.2.5,52305,121.9.6.50,22,tcp,-,2.994935,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759021.499819,CS0OBI2Plpi0YIQjTf,192.168.2.5,40894,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759021.519984,C8piiM3RiENMhvZ7Hl,192.168.2.5,50028,121.147.231.72,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759021.526096,CTk1q32RsacszwIll3,192.168.2.5,39911,121.171.228.210,22,tcp,-,2.993751,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759022.520093,CkOw1eSm3mvTN6oA4,192.168.2.5,49135,121.113.0.166,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759022.527253,CGEogXUpMt5WtTd9l,192.168.2.5,41967,121.104.185.147,22,tcp,-,2.992491,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759023.519901,Cp5lkZ14acopcuRaab,192.168.2.5,51333,121.82.126.88,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759023.528591,C3DSdZMASkwAKNGHg,192.168.2.5,51241,121.150.53.213,22,tcp,-,2.991100,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759024.529920,CrjHd7EWoy3EkcQej,192.168.2.5,53446,121.210.164.8,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759024.530460,CbXRpW13ZEZSY8mnsb,192.168.2.5,44566,121.13.200.190,22,tcp,-,2.999411,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759025.502838,Cx4eu8FlDFfr38CIb,192.168.2.5,40906,200.168.87.203,59353,tcp,-,2.996985,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759025.529945,CT7oms2pJlor4LqBEf,192.168.2.5,57462,121.15.164.96,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759025.532036,C32ICk3tOIXnd86wl9,192.168.2.5,59597,121.85.185.62,22,tcp,-,2.997766,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759026.529802,C3IsyY1YBIxh7JKh9k,192.168.2.5,45912,121.154.156.78,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759026.533367,CcjNMx1jSCx3uV6cZ1,192.168.2.5,33766,121.124.12.61,22,tcp,-,2.996542,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759027.530091,CLkIaDtp4DtXMXmF,192.168.2.5,52305,121.9.6.50,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759027.534848,C6uBWF3miLlEyBLzb9,192.168.2.5,47529,121.212.94.225,22,tcp,-,2.994892,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759028.529963,CnqqNs1BkTi26ds1Wh,192.168.2.5,39911,121.171.228.210,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759028.536043,CglP7q3M1KToItbEHi,192.168.2.5,58284,121.92.109.6,22,tcp,-,2.993667,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759029.529731,CKPG3w3dwQ5tNRCRy1,192.168.2.5,41967,121.104.185.147,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759029.537316,CXdVHU314c876NnGNc,192.168.2.5,49764,121.60.9.162,22,tcp,-,2.992355,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759030.539940,CsFn2a36zZiFablw4a,192.168.2.5,45900,121.138.18.40,22,tcp,-,2.999867,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759031.539881,CEXmsW10hFtBkHkx09,192.168.2.5,44566,121.13.200.190,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759031.541991,CFsIJf3mDeZf3mfm02,192.168.2.5,52388,121.189.61.14,22,tcp,-,2.998020,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759032.509831,Cvo4lw285FiaM54fic,192.168.2.5,40906,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759032.539962,CgL2GF1XG06pznoAIg,192.168.2.5,59597,121.85.185.62,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759032.543161,CSgdW72BRLVhpXv675,192.168.2.5,38420,121.16.166.71,22,tcp,-,2.996641,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759033.539997,CXdu4XQHIkezXt23k,192.168.2.5,33766,121.124.12.61,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759033.543493,CzRt0m3ubPe24TYjle,192.168.2.5,56543,121.163.188.124,22,tcp,-,2.996260,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759034.539847,CjaLSl1q7bsYH6kKR4,192.168.2.5,47529,121.212.94.225,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759034.546029,CkyltKqk3gSRMuKHh,192.168.2.5,59687,121.249.201.196,22,tcp,-,2.993685,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759035.540078,CPaY0L21ZiP4g2wOCc,192.168.2.5,58284,121.92.109.6,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759035.547181,C5aXra1AuoAeb4rkui,192.168.2.5,53686,121.56.158.126,22,tcp,-,2.992510,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759036.513824,CiKu9Q3Favt3a5sPkj,192.168.2.5,40918,200.168.87.203,59353,tcp,-,2.995983,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759036.539835,CwjwhjCpaAutT5mx1,192.168.2.5,49764,121.60.9.162,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759036.549789,CYfadH2QUMYvIAhdml,192.168.2.5,40379,121.245.27.138,22,tcp,-,3.000164,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759037.549969,CDlrku1BkaQ7lgw6M7,192.168.2.5,45900,121.138.18.40,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759037.551652,CzZEUQ1grugpk3nvkc,192.168.2.5,33566,121.51.111.232,22,tcp,-,2.998200,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759038.549875,CfMLPs1FcSkrpdCSMk,192.168.2.5,52388,121.189.61.14,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759038.553002,CN3VlD1A20yfZ81x73,192.168.2.5,55996,121.21.203.214,22,tcp,-,2.996755,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759039.549784,CqPHED4IWgtB4ZCzZb,192.168.2.5,38420,121.16.166.71,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759039.554585,CuHcKIYTZgUpH20d1,192.168.2.5,51140,121.154.9.223,22,tcp,-,2.995249,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759040.550120,C5dVIw34L8jpmLLACl,192.168.2.5,56543,121.163.188.124,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759040.556021,CqOtCb3VgvRFhtmIha,192.168.2.5,36726,121.61.19.113,22,tcp,-,2.993617,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759041.549928,CO6K552cD2esQvPZn9,192.168.2.5,59687,121.249.201.196,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759041.557049,CwaNiv4omW9952NcCi,192.168.2.5,48194,121.102.208.174,22,tcp,-,2.992694,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759042.549763,CYSVGhfdxcElQV47,192.168.2.5,53686,121.56.158.126,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759042.558394,CkWLOGZxSihLhJ1ng,192.168.2.5,49323,121.243.96.212,22,tcp,-,2.991333,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759043.519789,CaZ8jx3SyYBM2FbkSa,192.168.2.5,40918,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759043.559762,CWmwLz279l2GXkIsBi,192.168.2.5,40379,121.245.27.138,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759043.560122,Cj9kyqZyTE8qmq4h,192.168.2.5,33733,121.186.132.145,22,tcp,-,2.999721,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759044.559820,CviYKc192ab8FPdp2e,192.168.2.5,33566,121.51.111.232,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759044.561814,CuZjwe4HPj94T70NYd,192.168.2.5,41426,121.55.253.91,22,tcp,-,0.998037,0,0,S0,-,-,0,S,2,120,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759045.559949,CRUXip1uwU3ijlblq3,192.168.2.5,55996,121.21.203.214,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759045.563193,CmxLB13xyKywlo05Cj,192.168.2.5,58103,121.251.54.122,22,tcp,-,2.996485,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759046.559920,CleggS7dCVLeZoVw6,192.168.2.5,51140,121.154.9.223,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759046.564735,CAtWUh300kvZDGv4D3,192.168.2.5,53568,121.122.171.149,22,tcp,-,2.994951,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759047.524840,CHMg51C0vPyXb4QSj,192.168.2.5,40930,200.168.87.203,59353,tcp,-,2.994769,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759047.559763,CpApIa4ahE04pfk6zi,192.168.2.5,36726,121.61.19.113,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759047.565687,CCF85E1FALDY7gVJyb,192.168.2.5,58923,121.132.223.133,22,tcp,-,2.993957,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759048.560053,CZfXZB2mMumteSR0ng,192.168.2.5,48194,121.102.208.174,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759048.566955,CJ5OdA4Px0RP21y9Kc,192.168.2.5,57738,121.236.116.81,22,tcp,-,2.992718,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759049.559855,Cnb7A11CFqKFFiR5Pk,192.168.2.5,49323,121.243.96.212,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759049.568307,C2DPIb2DcnodVHtAc8,192.168.2.5,43426,121.67.16.217,22,tcp,-,2.991384,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759050.569806,Cwphwz2a5AWBeXzhh3,192.168.2.5,33733,121.186.132.145,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759050.570150,CBu40o37gNV6Zk6chj,192.168.2.5,55679,121.35.204.237,22,tcp,-,2.999604,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759051.571705,CJO0RU2WUex3qyY816,192.168.2.5,53691,121.148.178.62,22,tcp,-,2.998037,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759052.569770,CIkIYB2BTXU6llX2Od,192.168.2.5,58103,121.251.54.122,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759052.573218,CSncn9YbnW2YBLRD7,192.168.2.5,47848,121.195.166.31,22,tcp,-,2.996578,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759053.570070,CLaS3j10MRpnML57Hd,192.168.2.5,53568,121.122.171.149,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759053.574631,CohsBOufaaEhFiH87,192.168.2.5,33090,121.152.97.35,22,tcp,-,0.272881,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526759054.529691,CKKtpF1lk73OJocRl4,192.168.2.5,40930,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759054.569926,CH6oxL2JlTtgksLXk5,192.168.2.5,58923,121.132.223.133,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759054.574701,C3Lu1J2AIuwtAKufnj,192.168.2.5,47307,121.170.24.33,22,tcp,-,0.345286,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526759055.569879,ClkfUe2a1wNff7nXd4,192.168.2.5,57738,121.236.116.81,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759055.576865,CDD67j31kgcOr0zxj5,192.168.2.5,35980,121.133.147.214,22,tcp,-,2.992761,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759056.569680,C8P7AE2f0J0ONd8W9e,192.168.2.5,43426,121.67.16.217,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759056.578201,CZYQCePFATmGUtEfh,192.168.2.5,49189,121.0.141.130,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759001.824894,Cdypbs2ylnSlR2RB2i,112.189.68.198,3,192.168.2.5,1,icmp,-,-,-,-,OTH,-,-,0,-,1,88,0,0,(empty),Benign,-,
1526759001.953183,CRgedn1QX4BtpZWC11,192.168.2.5,123,5.1.56.123,123,udp,-,0.014594,48,48,SF,-,-,0,Dd,1,76,1,76,(empty),Benign,-,
1526759057.579547,C614Kx11WtMZqnboE4,192.168.2.5,36299,121.150.18.98,22,tcp,-,3.000282,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759057.579798,CF4hKvudaCBxh248l,192.168.2.5,55679,121.35.204.237,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759058.535708,CdGYFg4v71Knce7aA6,192.168.2.5,40942,200.168.87.203,59353,tcp,-,2.993993,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759058.579955,Cp135P1I7OY8Qw5sO3,192.168.2.5,53691,121.148.178.62,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759058.581600,ClPlUKKKCbXBPpCPj,192.168.2.5,58339,121.28.127.215,22,tcp,-,2.998112,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759059.579697,Ctk5oA17P0vVFEyaSh,192.168.2.5,47848,121.195.166.31,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759059.582876,CNLyu22LAJ91dOlNCk,192.168.2.5,35973,121.236.194.103,22,tcp,-,2.997019,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759060.584377,Cv7cN82QLNhOSkMaUc,192.168.2.5,35310,121.199.102.52,22,tcp,-,2.995381,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759061.585594,Ctxmu138iWddPPbiz2,192.168.2.5,35571,121.53.122.231,22,tcp,-,2.994037,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759062.579809,CDwoehD7hpniRX9ql,192.168.2.5,35980,121.133.147.214,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759062.586857,CIOzXOG5LOBku6cL2,192.168.2.5,58409,121.115.62.14,22,tcp,-,2.992783,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759063.587261,CxAm733S8vxqYa4Ea4,192.168.2.5,37409,121.146.87.239,22,tcp,-,0.281311,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526759064.589624,CXpIa3hhTReJOaW1a,192.168.2.5,36299,121.150.18.98,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759064.588511,CAHexW1nXLhSt7w8S7,192.168.2.5,60286,121.181.2.8,22,tcp,-,0.402787,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526759065.539761,CcMx6o4hyH6zlb6Qoe,192.168.2.5,40942,200.168.87.203,59353,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759065.589833,CoR3jR2Q1ziFHKmB35,192.168.2.5,58339,121.28.127.215,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759065.591480,CiW3731P9Wd6pjlHTc,192.168.2.5,33881,121.86.7.156,22,tcp,-,2.998285,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759066.589852,C8gIZE2xXkjjLroEVh,192.168.2.5,35973,121.236.194.103,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759066.591974,CS296c4uPF8p8SDWv8,192.168.2.5,50830,121.45.8.42,22,tcp,-,2.997714,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759067.589821,C8IBwa4QvzgMSxfq2l,192.168.2.5,35310,121.199.102.52,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759067.594381,CXK6G71mi7pvY2PN8,192.168.2.5,40870,121.176.30.188,22,tcp,-,0.313542,0,0,REJ,-,-,0,Sr,1,60,1,40,(empty),Benign,-,
1526759068.595334,CW0wGo48QYMKegcAk1,192.168.2.5,57360,121.146.58.187,22,tcp,-,2.994391,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759069.546744,C59Npp3IEZ904doPtf,192.168.2.5,40954,200.168.87.203,59353,tcp,-,2.992928,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759069.589849,CkIYQi4ZvhjxSK7Fp7,192.168.2.5,58409,121.115.62.14,22,tcp,-,-,-,-,S0,-,-,0,S,1,60,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
1526759069.596754,CRIgAh1OraWX3Su3Xe,192.168.2.5,43736,121.233.166.253,22,tcp,-,2.992878,0,0,S0,-,-,0,S,3,180,0,0,(empty),Malicious,PartOfAHorizontalPortScan,
